month,portfolio,benchmark,unconstrained,MKT,RF
2017-06-30,0.0001016079478118341,0.006633777719848993,-0.016096891772400843,0.0085,0.0006
2017-07-31,0.034694508472944946,0.025415762518565574,0.05610402010362913,0.0194999999999999,0.0007
2017-08-31,0.008686639118272459,-0.0006333175575740976,0.05192102457215866,0.0027,0.0009
2017-09-30,0.019243058336149213,0.01680576740172917,0.026288677181535502,0.0258,0.0009
2017-10-31,0.039734040111326016,0.029229672306818142,0.057756960964706,0.0235,0.0009
2017-11-30,0.0216265568455554,0.023805984080290638,0.011765725166057617,0.032,0.0008
2017-12-31,0.00540771406478848,0.012640793725683972,0.008514178695132046,0.0115,0.0009
2018-01-31,0.10205372881500538,0.06640138022278759,0.12288769501834025,0.0569,0.0011
2018-02-28,-0.02970148930460214,-0.03999532220676118,-0.02545792142745071,-0.035300000000000005,0.0011
2018-03-31,-0.034698688924586316,-0.03251277160112567,-0.01780316896595677,-0.0223,0.0012
2018-04-30,0.0020378498743466875,-0.004367080100314929,-0.008231905788006439,0.0041,0.0014
2018-05-31,0.06413593569428018,0.03455759282139077,0.06860282034211607,0.027999999999999997,0.0014
2018-06-30,-0.006434259272456624,0.006534028955047158,-0.026169719905329163,0.0063,0.0014
2018-07-31,0.01978180125607767,0.02928332076934604,0.0025278230524544555,0.0336,0.0016
2018-08-31,0.06526946500451368,0.03178362060405196,0.10893994453796589,0.0361,0.0016
2018-09-30,0.003139179238859653,-0.008719566261198351,0.02256787909177776,0.0021,0.0015
2018-10-31,-0.09966625389476264,-0.06809986535397822,-0.13829771409463157,-0.0746,0.0019
2018-11-30,-0.001270993311175092,0.011448654752084956,-0.015897178991606954,0.0189,0.0018
2018-12-31,-0.09208480631494413,-0.10255674169528345,-0.08653832547917968,-0.0936,0.0019
2019-01-31,0.11272875692246406,0.10062324422210187,0.14254260534397262,0.0858,0.0021
2019-02-28,0.03293706831884176,0.024034036874123667,0.047490167354133826,0.036000000000000004,0.0018
2019-03-31,0.0370675641658665,0.0185637293288025,0.02347354056950936,0.0129,0.0019
2019-04-30,0.0515035475847629,0.052800019967522524,0.03001309887230296,0.0418,0.0021
2019-05-31,-0.06440786437809835,-0.07540370722901367,-0.05557474608989294,-0.06709999999999999,0.0021
2019-06-30,0.06408828216874733,0.08149149762428623,0.04975184897221424,0.0717,0.0018
2019-07-31,0.02548211455688935,0.024967747803879073,0.02267348226744019,0.0142,0.0019
2019-08-31,-0.00539792741074629,-0.02974210332937722,0.01512550271426543,-0.023899999999999998,0.0016
2019-09-30,-0.013817173897018406,0.01182710181625952,-0.05086963349944107,0.0159,0.0018
2019-10-31,0.019264530166232308,0.0371423843964874,-0.008422737355653291,0.0222,0.0015
2019-11-30,0.05180272091355341,0.04847552980826912,0.04194201445859265,0.0399,0.0012
2019-12-31,0.03783876346797192,0.035073414654317236,0.022687674878836803,0.029099999999999997,0.0014
2020-01-31,0.030465615771085204,0.008708707043226443,0.03306096387204912,0.00019999999999999987,0.0013
2020-02-29,-0.08036660286509575,-0.08502136004686091,-0.062218110273084964,-0.0803,0.0012
2020-03-31,-0.1477351981448437,-0.15286272575158705,-0.15446764047975808,-0.1324999999999999,0.0012
2020-04-30,0.16468844835889407,0.13602979245633612,0.1993245886608355,0.136,0.0
2020-05-31,0.08570194871631837,0.05878183855067304,0.09551197872774606,0.0558,0.0001
2020-06-30,0.06979978420943635,0.03827726492579685,0.10297997415021194,0.0246,0.0001
2020-07-31,0.0969602719597864,0.06733206634814706,0.09193270636446212,0.0584,0.0001
2020-08-31,0.11927990692092452,0.10000054746046232,0.08511042209584034,0.0763,0.0001
2020-09-30,-0.017809966470471134,-0.039983407546880186,0.004269013488468929,-0.0363,0.0001
2020-10-31,-0.06179100442270727,-0.02807679915097992,-0.0642286150331865,-0.0207,0.0001
2020-11-30,0.1260547076753662,0.125851709289529,0.15347787866145957,0.1246,0.0001
2020-12-31,0.04550726599657688,0.0549165953417181,0.05448403991965367,0.046400000000000004,0.0001
2021-01-31,0.012771120307190825,-0.01803275672860797,0.034446786494494744,-0.0007,0.0
2021-02-28,0.02668792160105245,0.03320688187725819,0.03162440995730104,0.0281,0.0
2021-03-31,-0.01933159922995927,0.022089601948995417,-0.08577819849762053,0.0317,0.0
2021-04-30,0.06528424970656868,0.0592068621520992,0.044711743647392055,0.0495,0.0
2021-05-31,-0.019199920227680328,-0.0021472163076260856,-0.03508632887997287,0.003,0.0
2021-06-30,0.05060572285232677,0.03619052359540972,0.032864453958833105,0.0274,0.0
2021-07-31,0.009603380813106886,0.016125475290842784,-0.016110362757632127,0.0134,0.0
2021-08-31,0.03565336849705089,0.027446378938098072,0.024745009901443356,0.0294,0.0
2021-09-30,-0.055075442243447216,-0.04328782550149764,-0.04890156414570497,-0.044,0.0
2021-10-31,0.05470887184876549,0.05819305422249363,0.05672614428831365,0.0663,0.0
2021-11-30,-0.03426636211218492,-0.030935055998986882,-0.04262043788267963,-0.0158,0.0
2021-12-31,0.01487769183292012,0.03116236694766734,-0.02520881182434516,0.032400000000000005,0.0001
2022-01-31,-0.06398600183414138,-0.05526412071141999,-0.07126777060928666,-0.0616,0.0
2022-02-28,-0.00890025090718159,-0.03155581568716847,0.009948554572792066,-0.0227999999999999,0.0
2022-03-31,0.02754473745504767,0.011901405335506467,0.05259287013729667,0.0308,0.0
2022-04-30,-0.09410443441191751,-0.11034934978567845,-0.06336982982070027,-0.0941,0.0
2022-05-31,0.0005728748718145508,-0.021763483774744418,0.06231846861856216,-0.0031,0.0003
2022-06-30,-0.10624420693545603,-0.09884129564325977,-0.1562995830682233,-0.0834,0.0006
2022-07-31,0.1098233283559128,0.11084826650352192,0.08987876951728765,0.09649999999999999,0.0008
2022-08-31,-0.021978062636523975,-0.03182428227156009,0.020423171864423287,-0.0358,0.0019
2022-09-30,-0.09723490341063384,-0.10984295485200213,-0.07624584718974341,-0.0915,0.0019
2022-10-31,0.09956977946231392,0.08841156422973893,0.1644334211881993,0.0808,0.0023
2022-11-30,0.027802853605632283,0.05051675467430103,0.024225374297379313,0.0494,0.0029
2022-12-31,-0.08039002146919134,-0.0749110586408151,-0.051748887595068085,-0.0605,0.0033
2023-01-31,0.05615275156092364,0.10370900006035769,0.02102795160291258,0.06959999999999991,0.0034999999999999
2023-02-28,-0.009929063094401069,-0.023887144606386624,-0.03126452570529052,-0.0222999999999999,0.0034
2023-03-31,0.01742654739744612,0.03454796260204335,-0.026875353307619358,0.028399999999999998,0.0036
2023-04-30,0.013844971670362976,0.01728244589066212,-0.0021018817924771263,0.0096999999999999,0.0034999999999999
2023-05-31,0.0027113886752758477,0.004904145927173138,-0.03950496561886038,0.006999999999999999,0.0036
2023-06-30,0.06845852854077931,0.071732862881838,0.07963053855090037,0.06860000000000001,0.004
2023-07-31,0.03129760285194834,0.03451448641477553,0.028842993371810476,0.036599999999999994,0.0045
2023-08-31,-0.01757774824302806,-0.030117369996037452,0.002248291904133376,-0.0191,0.0045
2023-09-30,-0.05898483625665987,-0.05458882559177278,-0.06689728310708863,-0.048,0.0043
2023-10-31,-0.020497463816609232,-0.02480106921916808,-0.04987565324647314,-0.0268000000000001,0.0046999999999999
2023-11-30,0.1186694608309451,0.11151815093588921,0.1275704996579789,0.0932,0.0044
2023-12-31,0.04091960317622205,0.04887441432403036,0.05726343990606688,0.052799999999999896,0.0043
2024-01-31,0.0349757212522721,0.010245704486956038,0.0505203482545107,0.0119999999999999,0.0046999999999999
2024-02-29,0.08531755952253942,0.04523977223006725,0.11225540197404835,0.054900000000000004,0.0042
2024-03-31,0.02802871813289459,0.019400713197765408,0.02079375822724228,0.0326999999999999,0.0043
2024-04-30,-0.022232066069237697,-0.029255680359853913,-0.04644955309930303,-0.0418000000000001,0.0046999999999999
2024-05-31,0.06738700238027864,0.047166349262702925,0.030434675048543195,0.0477,0.0044
2024-06-30,0.022451978197160487,0.03202949303491969,-0.023868955046117843,0.0320999999999998,0.0040999999999999
2024-07-31,-0.009686193747131299,0.020166065068303624,-0.010334667793361863,0.0166999999999999,0.0045
2024-08-31,0.026322455746506865,0.021013593001665755,0.025579842869873352,0.0208,0.0048
2024-09-30,0.04261054272250274,0.017975905029850334,0.05325329675151654,0.0212,0.004
2024-10-31,0.011889241962090317,-0.006112906392830415,0.011563303408516218,-0.0061,0.0039
2024-11-30,0.11867409813466812,0.07042157935696701,0.12234262794955417,0.0689,0.004
2024-12-31,-0.038306039876177825,-0.02549423238525248,-0.051027078335793834,-0.027999999999999997,0.0037
2025-01-31,0.06359461061267775,0.04213241940174117,0.07281720572324424,0.0316999999999999,0.0037
2025-02-28,-0.03341251923029988,-0.010988933245921543,-0.0510438129034317,-0.0210999999999999,0.0033
2025-03-31,-0.09977555617373897,-0.0661490886734315,-0.1316341481747535,-0.0605,0.0034
2025-04-30,0.017334756215041,-0.013245722284024573,0.04424006878696268,-0.0049000000000001,0.0034999999999999
2025-05-31,0.0998134425830528,0.06375964329560625,0.1679884250844233,0.0643999999999999,0.0038
2025-06-30,0.0666903277798782,0.04946897641318091,0.06073335770012021,0.052,0.0034
2025-07-31,0.02645940755565049,0.01150701901015989,0.04191564311323977,0.0231999999999999,0.0034
2025-08-31,0.038438480036203135,0.03496926379410807,0.015010491728331082,0.0222,0.0038
2025-09-30,0.05630434146231696,0.021494297885226922,0.1073525437245889,0.0372,0.0033
2025-10-31,0.01268052696182262,0.020659055752457776,0.062092559268555725,0.0233,0.0037
2025-11-30,-0.017839405142302915,0.00405491058255627,-0.011006255929390073,0.0017000000000000001,0.003
2025-12-31,0.006193260757014527,0.006252663363267028,0.008818316962580817,-0.0002000000000000001,0.0034
2026-01-31,0.0212539374496213,-0.0039586639420074125,0.06849170666603005,0.0133,0.003
2026-02-28,-0.0009240442123065258,-0.014480864669747587,0.05911819682272422,-0.0088999999999999,0.0028
2026-03-31,-0.026706686622311467,-0.047225241895165346,-0.03818692980806185,-0.0489,0.0029
2026-04-30,0.16515594770564365,0.08809130093375137,0.25051595200876986,0.1023999999999999,0.0029
2026-05-31,0.08194354453358979,0.031797302303615466,0.1477965553958218,0.052199999999999996,0.0031
2026-06-30,0.02483997972042336,0.0012929542148212897,0.10303374411277848,-0.0078,0.0029
2026-07-31,-0.0329757771668328,0.025803676583833694,-0.22017021358516486,-0.0027,0.0033
2026-08-31,0.015416172742085075,0.023239962068936013,0.005638267238956226,,
