ticker,weight,target,index_weight,active,market_value,price,shares,sector
HD,0.010369434557937422,0.010369434557937422,0.005489642196217579,0.004879792361719843,2579396.846286934,325.4317932128906,7926.0,Consumer Cyclical
MS,0.010229295979569656,0.010229295979569656,0.0056232548791617255,0.00460604110040793,2544537.374917952,213.32000732421875,11928.0,Financial Services
GS,0.010196480175206146,0.010196480175206146,0.00501364608014184,0.005182834095064305,2536374.4435825287,1020.9000244140624,2484.0,Financial Services
CVX,0.010190628098743207,0.010190628098743207,0.006835949470614219,0.003354678628128988,2534918.7395623727,206.13999938964844,12297.0,Energy
LIN,0.009731867348630083,0.009731867348630083,0.0037879636239216558,0.005943903724708427,2420802.002971733,487.9729919433594,4960.0,Basic Materials
LOW,0.00967416645542662,0.00967416645542662,0.0019276244242908845,0.007746542031135735,2406448.9057873716,204.6999969482422,11755.0,Consumer Cyclical
TMO,0.00950965835210085,0.00950965835210085,0.0038296618694968225,0.005679996482604027,2365527.515085086,617.0999755859375,3833.0,Healthcare
AXP,0.009405816913200976,0.009405816913200976,0.0037423173009750272,0.0056634996122259485,2339696.957158743,330.1700134277344,7086.0,Financial Services
MCD,0.009290802280902287,0.009290802280902287,0.0031301112661252673,0.006160691014777019,2311087.0673744436,261.6800231933594,8831.0,Consumer Cyclical
C,0.009109910710181178,0.009109910710181178,0.003864477582756395,0.005245433127424783,2266090.289157568,131.6199951171875,17216.0,Financial Services
PFE,0.008570028345224565,0.008570028345224565,0.002722605850401472,0.005847422494823093,2131794.5508746104,28.459999084472656,74904.0,Healthcare
UNH,0.008417114367466276,0.008417114367466276,0.005866611933227494,0.0025505024342387817,2093757.198907236,389.4100036621094,5376.0,Healthcare
TJX,0.008411112321524018,0.008411112321524018,0.002472267003257432,0.005938845318266586,2092264.1899790994,133.91000366210938,15624.0,Consumer Cyclical
ORCL,0.008369155972502517,0.008369155972502517,0.007209402861210409,0.0011597531112921087,2081827.5481600012,149.1199951171875,13960.0,Technology
INTC,0.00800022964301701,0.00800022964301701,0.007577859554983081,0.00042237008803392914,1990057.1237004814,89.51000213623047,22232.0,Technology
PLTR,0.007916524920545244,0.007916524920545244,0.007516823979667658,0.0003997009408775853,1969235.5739856292,186.3800048828125,10565.0,Technology
CSCO,0.00782726896209047,0.00782726896209047,0.007309323838364484,0.0005179451237259857,1947033.1543200044,110.48999786376952,17621.0,Technology
WELL,0.007730958781829579,0.007730958781829579,0.0027990162678439502,0.004931942513985628,1923075.9969801079,236.2400054931641,8140.0,Real Estate
GEV,0.007585290929417964,0.007585290929417964,0.004016598586067317,0.0035686923433506474,1886841.1186927187,898.530029296875,2099.0,Industrials
DELL,0.006923153800501512,0.006923153800501512,0.004967283864350676,0.0019558699361508355,1722134.507874751,456.010009765625,3776.0,Technology
LRCX,0.006618640231701569,0.006618640231701569,0.006332009202444657,0.00028663102925691186,1646386.7576357652,301.489990234375,5460.0,Technology
AMAT,0.00646718809187018,0.00646718809187018,0.00610569793798225,0.0003614901538879301,1608713.0378527073,458.3900146484375,3509.0,Technology
GLD,0.006412923652882752,0.006412923652882752,0.0024156990114591968,0.0039972246414235555,1595214.7586545846,408.4200134277344,3905.0,Unknown
PANW,0.006146838994315029,0.006146838994315029,0.005227194440028144,0.0009196445542868845,1529026.1998358634,382.1300048828125,4001.0,Technology
ADP,0.006049354413686644,0.006049354413686644,0.0019080364620230105,0.004141317951663634,1504776.9104045527,284.34027099609375,5292.0,Technology
SBUX,0.005927042964699504,0.005927042964699504,0.0020329827640584524,0.0038940602006410515,1474351.9374690016,106.25,13876.0,Consumer Cyclical
CRM,0.005619076432189738,0.005619076432189738,0.0035574962221313674,0.0020615802100583704,1397745.2625071972,257.5400085449219,5427.0,Technology
NFLX,0.005386301057832075,0.005386301057832075,0.005664445091073241,-0.00027814403324116603,1339842.3881357287,81.05000305175781,16531.0,Communication Services
CRWD,0.005223502447405461,0.005223502447405461,0.003969942419033521,0.0012535600283719401,1299346.2337921085,231.0,5624.0,Technology
VZ,0.00512776679056199,0.00512776679056199,0.0034881176825939993,0.0016396491079679904,1275531.989152295,50.02000045776367,25500.0,Communication Services
TXN,0.00506495539588152,0.00506495539588152,0.003999256118718276,0.0010656992771632436,1259907.654725528,260.9100036621094,4828.0,Technology
ADBE,0.0050566131216047425,0.0050566131216047425,0.001953409483938001,0.0031032036376667416,1257832.5139991797,292.7900085449219,4296.0,Technology
ANET,0.0049429076577362915,0.0049429076577362915,0.004142485479486934,0.0008004221782493574,1229548.2798619026,195.69000244140625,6283.0,Technology
NOW,0.00483675399774405,0.00483675399774405,0.0025683418687704094,0.0022684121289736404,1203142.5569388324,147.99000549316406,8129.0,Technology
MELI,0.004731763700096959,0.004731763700096959,0.0016475199261261114,0.003084243773970847,1177026.2203991185,1936.199951171875,607.0,Consumer Cyclical
QCOM,0.004727640675460307,0.004727640675460307,0.003004433746768939,0.0017232069286913674,1176000.6180207513,169.5571746826172,6935.0,Technology
ADI,0.004506372602118069,0.004506372602118069,0.0029452955425025465,0.0015610770596155223,1120960.1847768696,361.0400085449219,3104.0,Technology
UBER,0.004487612845189916,0.004487612845189916,0.002593484735318986,0.0018941281098709298,1116293.6952409914,75.6500015258789,14756.0,Technology
TMUS,0.0044590053197564004,0.0044590053197564004,0.003248624524504678,0.0012103807952517226,1109177.5732894046,180.44000244140625,6147.0,Communication Services
MRVL,0.00437695403362525,0.00437695403362525,0.0031152203842275145,0.0012617336493977354,1088767.3158642808,211.66000366210935,5143.0,Technology
APH,0.004281038434589365,0.004281038434589365,0.0016405648991241293,0.0026404735354652363,1064908.3106041045,79.2750015258789,13433.0,Technology
DIS,0.004091186226323266,0.004091186226323266,0.003116907602456389,0.0009742786238668769,1017682.5737979123,107.5500030517578,9462.0,Communication Services
SNDK,0.003957722494080246,0.003957722494080246,0.0038501989909490645,0.00010752350313118124,984483.4704024611,1566.699951171875,628.0,Technology
INTU,0.003936112960426498,0.003936112960426498,0.0016495792634625267,0.0022865336969639712,979108.0989060914,359.29998779296875,2725.0,Technology
FTNT,0.003699533059612241,0.003699533059612241,0.002104964525342828,0.0015945685342694132,920258.8485785449,170.92999267578125,5383.0,Technology
STX,0.0036921345774710243,0.0036921345774710243,0.0031511910407738433,0.000540943536697181,918418.4761459173,828.3800048828125,1108.0,Technology
WDC,0.0034104016062970143,0.0034104016062970143,0.00272644964038367,0.0006839519659133445,848337.3995663823,450.4053955078125,1883.0,Technology
GLW,0.0032904328552649125,0.0032904328552649125,0.00215029208454509,0.0011401407707198226,818495.172747147,148.72999572753906,5503.0,Technology
SNOW,0.00316770889509582,0.00316770889509582,0.0019280587899922594,0.0012396501051035605,787967.5876550853,331.42999267578125,2377.0,Technology
WBD,0.0022870285252160143,0.0022870285252160143,0.001202256363656814,0.0010847721615592004,568898.3456474836,28.530000686645508,19940.0,Communication Services
APP,0.00212013174621414,0.00212013174621414,0.001756143107168448,0.0003639886390456918,527382.7718707673,312.05999755859375,1690.0,Communication Services
