factor,cash_flow,earnings_yield,ind:Basic Materials,ind:Communication Services,ind:Consumer Cyclical,ind:Consumer Defensive,ind:Energy,ind:Financial Services,ind:Healthcare,ind:Industrials,ind:Real Estate,ind:Technology,ind:Unknown,ind:Utilities,low_vol,market,momentum,profitability,reversal,size,value
ind:Real Estate,3.0223016355641978e-05,-0.00010203502101180243,-9.649846394888682e-06,-7.606783297360069e-05,0.0001214098665377595,0.0001126152228807802,-0.0003617353494129004,-1.4171546709601278e-05,-6.327371565559146e-05,-1.588114312535425e-05,0.001527241129471427,-0.00012820657057004568,0.00010867081606608427,0.00018652728484120783,8.606829455157961e-05,4.693879485118379e-05,-7.603416613419686e-05,8.194553744118178e-05,0.00013285883057892911,1.018919806324946e-05,2.99200551687647e-05
ind:Technology,0.00018335962194925397,-0.00027633066495810543,-0.00031599707947072356,-0.00012355998459488476,-0.0004335232287247453,-0.00048744736138162846,-0.0008196973492217158,1.286446707521618e-05,-0.00040515941189216847,-0.00021202390178867375,-0.00012820657057004568,0.0012222515344675867,0.0003402952734558361,-0.0004503850309680132,-0.0004895931439287647,0.0002234506914242524,-1.2945229900736393e-05,-0.0001416005555956319,1.6059390686545557e-05,-0.0002004231968870113,2.7896592304176783e-05
ind:Unknown,6.794775798441682e-05,-0.0002367924715844089,0.00033457609425017413,0.00034629563946319343,-0.00014550294742124204,-8.594125995715842e-05,-0.00031858281671909815,3.242200179597652e-05,-0.0004602709009531518,-7.186601020530824e-05,0.00010867081606608424,0.0003402952734558361,0.0010644776733655557,-9.670772538791265e-05,-0.00033621240022513435,-5.703235402058826e-05,0.0001484026288094428,3.5223898698457386e-05,-5.3645837598138335e-05,-0.00019586024654109728,4.900241233033869e-05
ind:Utilities,-0.00015147713581293242,-0.00015561302833621147,7.54042816753197e-05,0.0002205930523946733,0.00010151908377243235,0.0002606149641226431,0.00023071772900598044,-0.0003604331386223348,-0.0001697317577891335,0.0003689891311463752,0.00018652728484120783,-0.0004503850309680132,-9.670772538791267e-05,0.0020084814175572474,0.00022191282260101018,-0.00040845716216975374,0.0003979355743377291,0.0002497767155421564,-0.0001930616701424604,7.610728380010415e-05,-1.9043433636265175e-05
low_vol,-8.252260514791486e-05,0.00011563693026784124,-3.869849849306468e-05,9.504834761670554e-05,9.151388837331804e-05,0.000318449529822621,0.000632869677427607,-0.00010033176113836413,0.00041425495904298676,-8.950368107177267e-05,8.606829455157964e-05,-0.0004895931439287647,-0.00033621240022513435,0.00022191282260101015,0.000603520040699131,-0.0006576411453733478,-6.322687455576079e-05,0.00010998711551060683,6.124773969281254e-05,9.153738227121113e-05,-1.3775566526593337e-05
market,1.8793349029068205e-05,-0.00011053487568726669,2.746182088895256e-05,-0.00035540306201494967,0.0001887508068943303,-0.0004360448063277065,-0.001074795693588758,0.00015859132726666727,-0.0003447107496275272,0.0003325005003919501,4.693879485118377e-05,0.0002234506914242524,-5.703235402058826e-05,-0.00040845716216975374,-0.0006576411453733478,0.002007161818200676,8.315720842641872e-05,-2.407158189815264e-05,1.0781129853192458e-05,-7.473867728471877e-06,0.0001036322602730423
momentum,-0.00013297081702273242,-0.00031154173764859924,-0.00033623564752084195,-0.00022896008107301853,5.516293085337041e-05,0.00012951632833232263,-0.00040968001884982247,-9.742607838222298e-05,-0.00012404973014914632,0.0002666532105180768,-7.603416613419684e-05,-1.2945229900736397e-05,0.00014840262880944284,0.0003979355743377291,-6.322687455576079e-05,8.315720842641872e-05,0.0007967688775482529,0.0002235165315142381,-0.00012754115352034195,-4.535197253613432e-05,6.04693273902672e-05
profitability,-0.00017735292890998984,-0.0002590964701537795,6.952845157263627e-05,9.040506890748594e-05,3.947621916332491e-05,0.00011033565767563911,0.00032337457757742146,-0.0001471200811158142,-0.0001277840013937876,0.00016199088673404306,8.19455374411818e-05,-0.0001416005555956319,3.5223898698457366e-05,0.0002497767155421564,0.00010998711551060683,-2.407158189815265e-05,0.0002235165315142381,0.0003903348090195197,-4.810503084421564e-05,-7.643817820485916e-06,0.00012137676173648961
reversal,5.327041807155616e-05,2.5768733195738214e-05,-0.00014993558976411324,-1.4410389316680074e-06,7.463025879412614e-05,-8.693897220405318e-05,1.8624763393483694e-05,9.360073446060335e-05,5.252362856750399e-05,-0.00012138681642267374,0.0001328588305789291,1.605939068654555e-05,-5.364583759813834e-05,-0.0001930616701424604,6.124773969281255e-05,1.0781129853192473e-05,-0.00012754115352034195,-4.810503084421564e-05,0.0002610755661350045,-4.661015883838527e-06,6.8714319742774e-06
size,-2.523558749903072e-05,0.00013902039395284556,8.639597886348145e-06,-1.1565754337665008e-05,6.304518509122536e-05,6.314087456170387e-05,0.00012590287585290103,-1.6125975973986722e-05,0.00012042465362505662,5.34365298247781e-05,1.0189198063249458e-05,-0.0002004231968870113,-0.00019586024654109728,7.610728380010415e-05,9.153738227121115e-05,-7.473867728471874e-06,-4.5351972536134314e-05,-7.643817820485924e-06,-4.661015883838525e-06,0.00010121073814253294,-4.609835068549187e-05
value,-2.0639916329223898e-05,-0.00017534627988826735,5.171130285300018e-05,-8.13309031176784e-05,-5.192787701628103e-05,2.0610323975151828e-05,0.00024746364344813436,-7.256359217830063e-05,-4.7874364608365116e-05,5.4813433032332606e-05,2.9920055168764706e-05,2.7896592304176787e-05,4.900241233033869e-05,-1.9043433636265185e-05,-1.3775566526593342e-05,0.00010363226027304232,6.0469327390267186e-05,0.00012137676173648961,6.871431974277403e-06,-4.609835068549186e-05,0.00020424220118132617
