statement_id,account_id,custodian,period_start,period_end,ending_value,beginning_value,stated_deposits,stated_withdrawals,stated_income,stated_fees,stated_pnl,stated_return_pct,source_file,source_pages,notes
TIGER_MANAGEMENT_2018-01,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-01-01,2018-01-31,1260463.11,,,,,,,,hedge13f,,priced coverage 78%
TIGER_MANAGEMENT_2018-02,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-02-01,2018-02-28,1228491.02,,,,,,,,hedge13f,,priced coverage 78%
TIGER_MANAGEMENT_2018-03,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-03-01,2018-03-31,1182927.11,,,,,,,,hedge13f,,priced coverage 86%
TIGER_MANAGEMENT_2018-04,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-04-01,2018-04-30,1166364.53,,,,,,,,hedge13f,,priced coverage 86%
TIGER_MANAGEMENT_2018-05,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-05-01,2018-05-31,1200509.71,,,,,,,,hedge13f,,priced coverage 86%
TIGER_MANAGEMENT_2018-06,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-06-01,2018-06-30,1192826.76,,,,,,,,hedge13f,,priced coverage 87%
TIGER_MANAGEMENT_2018-07,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-07-01,2018-07-31,1263414.66,,,,,,,,hedge13f,,priced coverage 87%
TIGER_MANAGEMENT_2018-08,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-08-01,2018-08-31,1331870.42,,,,,,,,hedge13f,,priced coverage 87%
TIGER_MANAGEMENT_2018-09,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-09-01,2018-09-30,1322594.66,,,,,,,,hedge13f,,priced coverage 85%
TIGER_MANAGEMENT_2018-10,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-10-01,2018-10-31,1192003.34,,,,,,,,hedge13f,,priced coverage 85%
TIGER_MANAGEMENT_2018-11,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-11-01,2018-11-30,1217556.2,,,,,,,,hedge13f,,priced coverage 85%
TIGER_MANAGEMENT_2018-12,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-12-01,2018-12-31,1090423.9,,,,,,,,hedge13f,,priced coverage 86%
TIGER_MANAGEMENT_2019-01,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-01-01,2019-01-31,1238644.03,,,,,,,,hedge13f,,priced coverage 86%
TIGER_MANAGEMENT_2019-02,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-02-01,2019-02-28,1299503.4,,,,,,,,hedge13f,,priced coverage 86%
TIGER_MANAGEMENT_2019-03,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-03-01,2019-03-31,1302417.89,,,,,,,,hedge13f,,priced coverage 83%
TIGER_MANAGEMENT_2019-04,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-04-01,2019-04-30,1422040.65,,,,,,,,hedge13f,,priced coverage 83%
TIGER_MANAGEMENT_2019-05,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-05-01,2019-05-31,1305069.57,,,,,,,,hedge13f,,priced coverage 83%
TIGER_MANAGEMENT_2019-06,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-06-01,2019-06-30,1415942.4,,,,,,,,hedge13f,,priced coverage 89%
TIGER_MANAGEMENT_2019-07,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-07-01,2019-07-31,1489459.7,,,,,,,,hedge13f,,priced coverage 89%
TIGER_MANAGEMENT_2019-08,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-08-01,2019-08-31,1437419.56,,,,,,,,hedge13f,,priced coverage 89%
TIGER_MANAGEMENT_2019-09,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-09-01,2019-09-30,1429020.22,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2019-10,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-10-01,2019-10-31,1522366.97,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2019-11,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-11-01,2019-11-30,1603153.88,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2019-12,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-12-01,2019-12-31,1681503.13,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2020-01,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-01-01,2020-01-31,1738264.4,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2020-02,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-02-01,2020-02-29,1617820.95,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2020-03,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-03-01,2020-03-31,1403756.66,,,,,,,,hedge13f,,priced coverage 92%
TIGER_MANAGEMENT_2020-04,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-04-01,2020-04-30,1621656.59,,,,,,,,hedge13f,,priced coverage 92%
TIGER_MANAGEMENT_2020-05,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-05-01,2020-05-31,1744851.02,,,,,,,,hedge13f,,priced coverage 92%
TIGER_MANAGEMENT_2020-06,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-06-01,2020-06-30,1881843.56,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2020-07,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-07-01,2020-07-31,1830425.29,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2020-08,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-08-01,2020-08-31,1999591.74,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2020-09,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-09-01,2020-09-30,1973232.02,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2020-10,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-10-01,2020-10-31,1984119.15,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2020-11,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-11-01,2020-11-30,2309161.43,,,,,,,,hedge13f,,priced coverage 93%
TIGER_MANAGEMENT_2020-12,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-12-01,2020-12-31,2545231.06,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2021-01,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-01-01,2021-01-31,2489666.16,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2021-02,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-02-01,2021-02-28,2668711.07,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2021-03,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-03-01,2021-03-31,2703899.92,,,,,,,,hedge13f,,priced coverage 96%
TIGER_MANAGEMENT_2021-04,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-04-01,2021-04-30,2878105.74,,,,,,,,hedge13f,,priced coverage 96%
TIGER_MANAGEMENT_2021-05,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-05-01,2021-05-31,2879669.75,,,,,,,,hedge13f,,priced coverage 96%
TIGER_MANAGEMENT_2021-06,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-06-01,2021-06-30,2932477.34,,,,,,,,hedge13f,,priced coverage 97%
TIGER_MANAGEMENT_2021-07,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-07-01,2021-07-31,2969011.91,,,,,,,,hedge13f,,priced coverage 97%
TIGER_MANAGEMENT_2021-08,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-08-01,2021-08-31,3042124.88,,,,,,,,hedge13f,,priced coverage 97%
TIGER_MANAGEMENT_2021-09,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-09-01,2021-09-30,2909181.72,,,,,,,,hedge13f,,priced coverage 96%
TIGER_MANAGEMENT_2021-10,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-10-01,2021-10-31,3074554.17,,,,,,,,hedge13f,,priced coverage 96%
TIGER_MANAGEMENT_2021-11,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-11-01,2021-11-30,2967373.63,,,,,,,,hedge13f,,priced coverage 96%
TIGER_MANAGEMENT_2021-12,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-12-01,2021-12-31,3033583.67,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2022-01,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-01-01,2022-01-31,2714394.74,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2022-02,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-02-01,2022-02-28,2582098.88,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2022-03,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-03-01,2022-03-31,2528239.22,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2022-04,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-04-01,2022-04-30,2169535.14,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2022-05,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-05-01,2022-05-31,2196554.57,,,,,,,,hedge13f,,priced coverage 95%
TIGER_MANAGEMENT_2022-06,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-06-01,2022-06-30,1862074.5,,,,,,,,hedge13f,,priced coverage 98%
TIGER_MANAGEMENT_2022-07,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-07-01,2022-07-31,2054731.7,,,,,,,,hedge13f,,priced coverage 98%
TIGER_MANAGEMENT_2022-08,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-08-01,2022-08-31,1971610.35,,,,,,,,hedge13f,,priced coverage 98%
TIGER_MANAGEMENT_2022-09,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-09-01,2022-09-30,1777813.32,,,,,,,,hedge13f,,priced coverage 90%
TIGER_MANAGEMENT_2022-10,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-10-01,2022-10-31,1850592.04,,,,,,,,hedge13f,,priced coverage 90%
TIGER_MANAGEMENT_2022-11,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-11-01,2022-11-30,1940204.45,,,,,,,,hedge13f,,priced coverage 90%
TIGER_MANAGEMENT_2022-12,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-12-01,2022-12-31,1761208.38,,,,,,,,hedge13f,,priced coverage 91%
TIGER_MANAGEMENT_2023-01,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-01-01,2023-01-31,1975036.33,,,,,,,,hedge13f,,priced coverage 91%
TIGER_MANAGEMENT_2023-02,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-02-01,2023-02-28,1905247.54,,,,,,,,hedge13f,,priced coverage 91%
TIGER_MANAGEMENT_2023-03,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-03-01,2023-03-31,1984236.94,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-04,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-04-01,2023-04-30,1979673.01,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-05,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-05-01,2023-05-31,2015782.25,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-06,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-06-01,2023-06-30,2182285.94,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-07,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-07-01,2023-07-31,2241599.2,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-08,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-08-01,2023-08-31,2177359.69,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-09,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-09-01,2023-09-30,2011488.89,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-10,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-10-01,2023-10-31,2000884.15,,,,,,,,hedge13f,,priced coverage 100%
TIGER_MANAGEMENT_2023-11,TIGER_MANAGEMENT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-11-01,2023-11-30,2253191.31,,,,,,,,hedge13f,,priced coverage 100%
